"id_mutation","nature_mutation","valeur_fonciere","code_postal","type_local","surface_reelle_bati"
"2023-433627","Vente","73800","80520","Maison","70"
"2023-433629","Vente","90000","80890","Maison","90"
"2023-433630","Vente","195000","80670","Maison","86"
"2023-433631","Vente","187000","80000","Maison","66"
"2023-433632","Vente","85000","80830","Maison","68"
"2023-433633","Vente","242000","80000","Maison","73"
"2023-433634","Vente","280000","80090","Maison","88"
"2023-433634","Vente","280000","80090","Maison","88"
"2023-433635","Vente","128000","80000","Appartement","68"
"2023-433637","Vente","137000","80000","Appartement","43"
"2023-433638","Vente","404200","80000","Maison","120"
"2023-433638","Vente","404200","80000","Maison","40"
"2023-433639","Vente","185675","80000","Maison","73"
"2023-433640","Vente","47000","80220","Maison","47"
"2023-433641","Vente","205640","80000","Appartement","86"
"2023-433645","Vente","280000","80560","Local industriel. commercial ou assimilé","128"
"2023-433645","Vente","280000","80560","Local industriel. commercial ou assimilé","128"
"2023-433646","Vente","94000","80550","Appartement","35"
"2023-433647","Vente","146500","80100","Maison","140"
"2023-433648","Vente","280000","80000","Appartement","55"
"2023-433648","Vente","280000","80000","Appartement","17"
"2023-433648","Vente","280000","80000","Appartement","37"
"2023-433648","Vente","280000","80000","Appartement","25"
"2023-433649","Vente","58000","80640","Maison","60"
"2023-433649","Vente","58000","80640","Maison","60"
"2023-433652","Vente","226557","80300","Maison","91"
"2023-433652","Vente","226557","80300","Maison","91"
"2023-433653","Vente","146000","80080","Maison","57"
"2023-433654","Vente","285000","80000","Maison","115"
"2023-433655","Vente","620000","80000","Local industriel. commercial ou assimilé","144"
"2023-433655","Vente","620000","80000","Appartement","28"
"2023-433655","Vente","620000","80000","Appartement","25"
"2023-433655","Vente","620000","80000","Appartement","24"
"2023-433655","Vente","620000","80000","Appartement","18"
"2023-433655","Vente","620000","80000","Appartement","21"
"2023-433655","Vente","620000","80000","Appartement","18"
"2023-433655","Vente","620000","80000","Local industriel. commercial ou assimilé","920"
"2023-433657","Vente","73000","80770","Maison","65"
"2023-433658","Vente","190000","80400","Maison","88"
"2023-433659","Vente","90000","80190","Maison","179"
"2023-433660","Vente","128000","80090","Appartement","30"
"2023-433660","Vente","128000","80090","Appartement","24"
"2023-433660","Vente","128000","80090","Appartement","24"
"2023-433661","Vente","170000","80300","Maison","86"
"2023-433664","Vente","108134","80120","Appartement","30"
"2023-433665","Vente","40000","80190","Maison","96"
"2023-433666","Vente","80000","80330","Maison","67"
"2023-433667","Vente","227500","80450","Local industriel. commercial ou assimilé","20"
"2023-433667","Vente","227500","80450","Maison","70"
"2023-433669","Vente","183600","80000","Maison","80"
"2023-433670","Vente","300000","80200","Maison","95"
"2023-433670","Vente","300000","80200","Maison","227"
"2023-433670","Vente","300000","80200","Maison","100"
"2023-433670","Vente","300000","80200","Maison","104"
"2023-433670","Vente","300000","80200","Maison","110"
"2023-433670","Vente","300000","80200","Maison","110"
"2023-433672","Vente","1200000","80320","Maison","117"
"2023-433674","Vente","88000","80300","Maison","68"
"2023-433675","Vente","150500","80200","Maison","40"
"2023-433675","Vente","150500","80200","Maison","40"
"2023-433676","Vente","156000","80360","Maison","175"
"2023-433677","Vente","80000","80200","Maison","80"
"2023-433678","Vente","137501","80270","Maison","71"
"2023-433679","Vente","95000","80800","Maison","80"
"2023-433681","Vente","167000","80260","Maison","75"
"2023-433681","Vente","167000","80260","Maison","75"
"2023-433682","Vente","222000","80000","Maison","65"
"2023-433683","Vente","190000","80000","Maison","68"
"2023-433684","Vente","80000","80090","Local industriel. commercial ou assimilé","98"
"2023-433685","Vente","540000","80000","Local industriel. commercial ou assimilé","439"
"2023-433686","Vente","162500","80470","Maison","50"
"2023-433687","Vente","597500","80000","Maison","149"
"2023-433688","Vente","100000","80136","Maison","69"
"2023-433689","Vente","134000","80000","Appartement","20"
"2023-433689","Vente","134000","80000","Maison","34"
"2023-433690","Vente","250000","80800","Maison","115"
"2023-433691","Vente","380000","80680","Maison","146"
"2023-433691","Vente","380000","80680","Maison","146"
"2023-433692","Vente","220000","80330","Maison","100"
"2023-433693","Vente","100000","80310","Maison","94"
"2023-433696","Vente","284200","80160","Maison","130"
"2023-433697","Vente","226500","80500","Maison","129"
"2023-433698","Vente","112790","80000","Appartement","37"
"2023-433701","Vente","105000","80090","Appartement","80"
"2023-433702","Vente","116000","80000","Maison","72"
"2023-433703","Vente","382500","80700","Local industriel. commercial ou assimilé","9380"
"2023-433704","Vente","188680","80120","Maison","99"
"2023-433705","Vente","180000","80460","Maison","80"
"2023-433707","Vente","12570","80560","Maison","117"
"2023-433709","Vente","90000","80600","Maison","68"
"2023-433710","Vente","65525","80150","Maison","104"
"2023-433711","Vente","120000","80100","Maison","105"
"2023-433712","Vente","200000","80290","Maison","82"
"2023-433713","Vente","142000","80000","Maison","67"
"2023-433714","Vente","95000","80100","Appartement","65"
"2023-433715","Vente","134300","80090","Appartement","54"
"2023-433716","Vente","257000","80000","Maison","135"
"2023-433719","Vente","222000","80000","Appartement","34"
"2023-433719","Vente","222000","80000","Appartement","50"
"2023-433720","Vente","183000","80300","Maison","106"
"2023-433722","Vente","80000","80240","Maison","76"
"2023-433722","Vente","80000","80240","Local industriel. commercial ou assimilé","50"
"2023-433723","Vente","34000","80610","Maison","125"
"2023-433724","Vente","230000","80170","Maison","86"
"2023-433724","Vente","230000","80170","Maison","86"
"2023-433726","Vente","89500","80100","Maison","54"
"2023-433727","Vente","285000","80860","Maison","121"
"2023-433727","Vente","285000","80860","Maison","121"
"2023-433728","Vente","91000","80200","Local industriel. commercial ou assimilé","104"
"2023-433729","Vente","340000","80120","Appartement","59"
"2023-433730","Vente","191000","80130","Maison","71"
"2023-433731","Vente","150000","80132","Maison","66"
"2023-433732","Vente","130000","80120","Appartement","38"
"2023-433733","Vente","207000","80440","Maison","96"
"2023-433733","Vente","207000","80440","Maison","96"
"2023-433734","Vente","189400","80600","Maison","110"
"2023-433734","Vente","189400","80600","Maison","110"
"2023-433736","Vente","130000","80350","Appartement","53"
"2023-433737","Vente","80000","80370","Maison","193"
"2023-433738","Vente","150000","80090","Maison","78"
"2023-433740","Vente","110000","80220","Maison","79"
"2023-433741","Vente","170000","80220","Maison","140"
"2023-433741","Vente","170000","80220","Maison","140"
"2023-433742","Vente","285000","80100","Maison","181"
"2023-433744","Vente","97000","80400","Maison","68"
"2023-433745","Vente","110000","80100","Local industriel. commercial ou assimilé","72"
"2023-433746","Vente","55000","80500","Maison","30"
"2023-433748","Vente","154000","80260","Maison","82"
"2023-433748","Vente","154000","80260","Maison","82"
"2023-433749","Vente","219000","80880","Maison","100"
"2023-433750","Vente","242000","80000","Appartement","97"
"2023-433751","Vente","143000","80130","Maison","92"
"2023-433752","Vente","70000","80600","Maison","98"
"2023-433753","Vente","218570","80480","Maison","90"
"2023-433755","Vente","103000","80290","Maison","55"
"2023-433756","Vente","218500","80770","Maison","66"
"2023-433756","Vente","218500","80770","Maison","95"
"2023-433758","Vente","465000","80800","Maison","38"
"2023-433759","Vente","204021","80130","Maison","108"
"2023-433761","Vente","200000","80700","Maison","100"
"2023-433761","Vente","200000","80700","Maison","100"
"2023-433762","Vente","164000","80120","Maison","49"
"2023-433763","Vente","181604","80550","Maison","63"
"2023-433764","Vente","94000","80000","Appartement","71"
"2023-433765","Vente","56000","80100","Appartement","35"
"2023-433766","Vente","55000","80220","Maison","69"
"2023-433768","Vente","180440","80410","Maison","43"
"2023-433769","Vente","245100","80000","Appartement","88"
"2023-433771","Vente","95000","80200","Appartement","60"
"2023-433772","Vente","175000","80000","Maison","63"
"2023-433774","Vente","204250","80090","Maison","90"
"2023-433775","Vente","145995","80300","Maison","90"
"2023-433776","Vente","139000","80480","Appartement","44"
"2023-433778","Vente","132500","80400","Appartement","59"
"2023-433778","Vente","132500","80400","Appartement","65"
"2023-433778","Vente","132500","80400","Appartement","62"
"2023-433778","Vente","132500","80400","Appartement","60"
"2023-433778","Vente","132500","80400","Appartement","25"
"2023-433778","Vente","132500","80400","Appartement","53"
"2023-433779","Vente","28333.33","80640","Maison","94"
"2023-433782","Vente","212000","80090","Maison","95"
"2023-433783","Vente","187000","80800","Maison","82"
"2023-433784","Vente","213000","80310","Maison","106"
"2023-433784","Vente","213000","80310","Maison","106"
"2023-433785","Vente","58000","80700","Appartement","55"
"2023-433786","Vente","63000","80500","Maison","59"
"2023-433787","Vente","215000","80000","Maison","101"
"2023-433793","Vente","105000","80000","Appartement","28"
"2023-433794","Vente","95500","80131","Maison","94"
"2023-433795","Vente","240000","80000","Appartement","74"
"2023-433796","Vente","190000","80150","Maison","91"
"2023-433797","Vente","140000","80400","Maison","116"
"2023-433797","Vente","140000","80400","Maison","116"
"2023-433798","Vente","246200","80480","Maison","78"
"2023-433799","Vente","170000","80800","Local industriel. commercial ou assimilé","241"
"2023-433800","Vente","180000","80680","Maison","90"
"2023-433800","Vente","180000","80680","Maison","90"
"2023-433801","Vente","134500","80170","Maison","102"
"2023-433801","Vente","134500","80170","Maison","102"
"2023-433802","Vente","85000","80800","Maison","40"
"2023-433803","Vente","70000","80000","Local industriel. commercial ou assimilé","37"
"2023-433804","Vente","127100","80080","Maison","45"
"2023-433805","Vente","68500","80100","Appartement","58"
"2023-433806","Vente","93000","80080","Appartement","92"
"2023-433807","Vente","100000","80290","Maison","151"
"2023-433808","Vente","218500","80600","Maison","99"
"2023-433809","Vente","83000","80700","Maison","54"
"2023-433810","Vente","140500","80700","Maison","76"
"2023-433812","Vente","145000","80910","Maison","90"
"2023-433813","Vente","58200","80120","Maison","100"
"2023-433814","Vente","204480","80910","Maison","160"
"2023-433815","Vente","719310.3","80000","Local industriel. commercial ou assimilé","1050"
"2023-433816","Vente","290000","80400","Local industriel. commercial ou assimilé","1866"
"2023-433817","Vente","125000","80910","Maison","90"
"2023-433819","Vente","121000","80430","Maison","75"
"2023-433820","Vente","145000","80260","Maison","82"
"2023-433821","Vente","55000","80136","Maison","95"
"2023-433822","Vente","65000","80400","Maison","76"
"2023-433823","Vente","110000","80320","Maison","195"
"2023-433824","Vente","66000","80190","Maison","73"
"2023-433825","Vente","226500","80150","Maison","175"
"2023-433826","Vente","263500","80000","Appartement","111"
"2023-433827","Vente","244900","80700","Maison","30"
"2023-433827","Vente","244900","80700","Maison","35"
"2023-433827","Vente","244900","80700","Maison","44"
"2023-433828","Vente","296000","80700","Maison","118"
"2023-433828","Vente","296000","80700","Maison","118"
"2023-433830","Vente","30000","80170","Maison","75"
"2023-433831","Vente","142500","80400","Maison","121"
"2023-433832","Vente","112000","80120","Appartement","47"
"2023-433834","Vente","120000","80150","Maison","64"
"2023-433835","Vente","226500","80200","Maison","111"
"2023-433835","Vente","226500","80200","Maison","111"
"2023-433836","Vente","130000","80000","Appartement","57"
"2023-433842","Vente","100000","80700","Maison","83"
"2023-433844","Vente","78000","80080","Appartement","26"
"2023-433845","Vente","200000","80120","Local industriel. commercial ou assimilé","80"
"2023-433845","Vente","200000","80120","Maison","64"
"2023-433846","Vente","263000","80000","Maison","123"
"2023-433848","Vente","135000","80700","Maison","101"
"2023-433851","Vente","50000","80100","Maison","76"
"2023-433853","Vente","138500","80800","Maison","98"
"2023-433853","Vente","138500","80800","Maison","98"
"2023-433855","Vente","160000","80290","Maison","101"
"2023-433855","Vente","160000","80290","Maison","101"
"2023-433855","Vente","160000","80290","Maison","101"
"2023-433856","Vente","107500","80300","Maison","108"
"2023-433857","Vente","366700","80550","Appartement","54"
"2023-433859","Vente","435000","80260","Local industriel. commercial ou assimilé","970"
"2023-433859","Vente","435000","80260","Local industriel. commercial ou assimilé","970"
"2023-433860","Vente","107500","80210","Maison","43"
"2023-433861","Vente","339000","80160","Maison","121"
"2023-433862","Vente","160000","80260","Maison","67"
"2023-433864","Vente","115500","80800","Maison","32"
"2023-433866","Vente","85000","80100","Appartement","63"
"2023-433867","Vente","141800","80350","Appartement","35"
"2023-433868","Vente","264000","80000","Appartement","98"
"2023-433869","Vente","248500","80100","Local industriel. commercial ou assimilé","55"
"2023-433869","Vente","248500","80100","Appartement","68"
"2023-433869","Vente","248500","80100","Appartement","62"
"2023-433869","Vente","248500","80100","Local industriel. commercial ou assimilé","50"
"2023-433870","Vente","100000","80140","Maison","103"
"2023-433873","Vente","234900","80540","Maison","140"
"2023-433873","Vente","234900","80540","Maison","140"
"2023-433875","Vente","89000","80080","Maison","44"
"2023-433877","Vente","220000","80100","Maison","110"
"2023-433878","Vente","75000","80610","Maison","73"
"2023-433880","Vente","174000","80090","Appartement","83"
"2023-433883","Vente","128000","80340","Maison","72"
"2023-433885","Vente","121600","80360","Maison","85"
"2023-433886","Vente","218900","80300","Maison","100"
"2023-433887","Vente","225650","80700","Maison","140"
"2023-433889","Vente","207500","80460","Maison","76"
"2023-433891","Vente","45000","80340","Maison","44"
"2023-433892","Vente","60000","80800","Maison","84"
"2023-433893","Vente","65000","80490","Maison","134"
"2023-433894","Vente","80000","80300","Maison","61"
"2023-433895","Vente","185000","80360","Maison","128"
"2023-433896","Vente","250000","80150","Maison","151"
"2023-433896","Vente","250000","80150","Local industriel. commercial ou assimilé","60"
"2023-433897","Vente","58000","80310","Maison","60"
"2023-433898","Vente","198000","80300","Maison","68"
"2023-433899","Vente","315000","80000","Appartement","84"
"2023-433900","Vente","317000","80480","Maison","127"
"2023-433901","Vente","106600","80100","Maison","44"
"2023-433901","Vente","106600","80100","Maison","44"
"2023-433902","Vente","120000","80370","Maison","95"
"2023-433903","Vente","117800","80080","Maison","93"
"2023-433904","Vente","75000","80000","Maison","43"
"2023-433905","Vente","64000","80240","Maison","52"
"2023-433906","Vente","120000","80090","Appartement","41"
"2023-433908","Vente","124000","80800","Maison","101"
"2023-433909","Vente","220000","80700","Maison","210"
"2023-433911","Vente","190000","80080","Appartement","19"
"2023-433911","Vente","190000","80080","Appartement","37"
"2023-433911","Vente","190000","80080","Appartement","19"
"2023-433913","Vente","133000","80200","Maison","78"
"2023-433914","Vente","94000","80000","Appartement","36"
"2023-433921","Vente","110000","80370","Maison","53"
"2023-433923","Vente","292000","80670","Maison","207"
"2023-433925","Vente","228000","80440","Maison","82"
"2023-433926","Vente","101879","80000","Appartement","44"
"2023-433927","Vente","515000","80090","Maison","153"
"2023-433929","Vente","167000","80470","Maison","102"
"2023-433931","Vente","129000","80350","Appartement","68"
"2023-433931","Vente","129000","80350","Appartement","28"
"2023-433931","Vente","129000","80350","Appartement","24"
"2023-433932","Vente","71795.45","80000","Local industriel. commercial ou assimilé","18"
"2023-433933","Vente","165000","80220","Maison","90"
"2023-433934","Vente","124125","80470","Maison","99"
"2023-433937","Vente","83000","80080","Appartement","79"
"2023-433938","Vente","135000","80470","Maison","85"
"2023-433939","Vente","176450","80090","Appartement","64"
"2023-433941","Vente","79500","80080","Appartement","22"
"2023-433942","Vente","130000","80090","Appartement","66"
"2023-433945","Vente","144400","80080","Maison","112"
"2023-433946","Vente","168950","80000","Appartement","63"
"2023-433947","Vente","879000","80000","Maison","212"
"2023-433948","Vente","21000","80350","Appartement","20"
"2023-433949","Vente","156000","80090","Maison","78"
"2023-433950","Vente","295350","80500","Maison","184"
"2023-433951","Vente","72050","80100","Appartement","25"
"2023-433952","Vente","147000","80120","Appartement","39"
"2023-433953","Vente","270000","80550","Appartement","39"
"2023-433954","Vente","169600","80130","Maison","133"
"2023-433956","Vente","153000","80800","Maison","90"
"2023-433958","Vente","27985","80800","Maison","51"
"2023-433959","Vente","263000","80000","Maison","75"
"2023-433961","Vente","75000","80100","Maison","83"
"2023-433962","Vente","150000","80570","Maison","75"
"2023-433964","Vente","160000","80080","Appartement","40"
"2023-433964","Vente","160000","80080","Appartement","20"
"2023-433964","Vente","160000","80080","Appartement","20"
"2023-433967","Vente","97650","80440","Maison","64"
"2023-433968","Vente","95000","80000","Appartement","53"
"2023-433969","Vente","60000","80210","Maison","76"
"2023-433970","Vente","124600","80110","Maison","117"
"2023-433971","Vente","572500","80100","Local industriel. commercial ou assimilé","1031"
"2023-433972","Vente","122000","80000","Appartement","46"
"2023-433974","Vente","101500","80000","Maison","58"
"2023-433975","Vente","202000","80136","Maison","90"
"2023-433976","Vente","238100","80140","Maison","200"
"2023-433976","Vente","238100","80140","Local industriel. commercial ou assimilé","150"
"2023-433977","Vente","38000","80000","Local industriel. commercial ou assimilé","32"
"2023-433978","Vente","65000","80300","Maison","71"
"2023-433980","Vente","49000","80000","Appartement","20"
"2023-433981","Vente","73000","80110","Maison","69"
"2023-433986","Vente","27000","80250","Maison","41"
"2023-433987","Vente","215400","80132","Maison","114"
"2023-433988","Vente","170000","80150","Maison","107"
"2023-433990","Vente","151100","80400","Maison","121"
"2023-433990","Vente","151100","80400","Maison","121"
"2023-433992","Vente","118800","80300","Maison","100"
"2023-433993","Vente","140000","80850","Maison","80"
"2023-433994","Vente","184400","80300","Maison","110"
"2023-433995","Vente","205400","80800","Maison","108"
"2023-433995","Vente","205400","80800","Maison","108"
"2023-433996","Vente","109000","80300","Maison","83"
"2023-433997","Vente","155000","80310","Maison","73"
"2023-433999","Vente","215000","80132","Local industriel. commercial ou assimilé","80"
"2023-433999","Vente","215000","80132","Maison","62"
"2023-434000","Vente","106000","80120","Maison","32"
"2023-434003","Vente","130000","80600","Maison","56"
"2023-434004","Vente","113000","80000","Appartement","48"
"2023-434005","Vente","170500","80270","Maison","129"
"2023-434006","Vente","65000","80000","Appartement","22"
"2023-434008","Vente","124000","80000","Appartement","48"
"2023-434010","Vente","149900","80400","Maison","170"
"2023-434010","Vente","149900","80400","Maison","170"
"2023-434011","Vente","85000","80400","Maison","90"
"2023-434012","Vente","1845701","80300","Local industriel. commercial ou assimilé","6547"
"2023-434015","Vente","192340","80136","Maison","73"
"2023-434017","Vente","277350","80090","Maison","62"
"2023-434017","Vente","277350","80090","Maison","62"
"2023-434018","Vente","144300","80080","Appartement","58"
"2023-434019","Vente","157900","80550","Appartement","30"
"2023-434020","Vente","105000","80510","Maison","63"
"2023-434020","Vente","105000","80510","Maison","63"
"2023-434021","Vente","248000","80560","Maison","140"
"2023-434022","Vente","78800","80400","Maison","110"
"2023-434024","Vente","165000","80000","Maison","82"
"2023-434024","Vente","165000","80000","Maison","82"
"2023-434025","Vente","155000","80390","Maison","65"
"2023-434025","Vente","155000","80390","Maison","124"
"2023-434026","Vente","103000","80080","Appartement","79"
"2023-434027","Vente","135400","80130","Maison","100"
"2023-434032","Vente","158000","80320","Maison","86"
"2023-434033","Vente","154500","80090","Maison","99"
"2023-434038","Vente","115000","80000","Appartement","58"
"2023-434039","Vente","250000","80000","Local industriel. commercial ou assimilé","122"
"2023-434040","Vente","140000","80140","Maison","100"
"2023-434041","Vente","80500","80490","Maison","136"
"2023-434042","Vente","57000","80000","Appartement","28"
"2023-434046","Vente","123000","80136","Local industriel. commercial ou assimilé","50"
"2023-434048","Vente","175000","80120","Maison","42"
"2023-434050","Vente","160000","80480","Local industriel. commercial ou assimilé","66"
"2023-434052","Vente","155000","80560","Maison","75"
"2023-434052","Vente","155000","80560","Maison","75"
"2023-434053","Vente","93467","80410","Maison","22"
"2023-434054","Vente","52000","80340","Maison","55"
"2023-434055","Vente","195000","80000","Maison","76"
"2023-434055","Vente","195000","80000","Maison","76"
"2023-434056","Vente","193000","80090","Maison","75"
"2023-434057","Vente","250000","80230","Maison","67"
"2023-434058","Vente","95000","80400","Maison","108"
"2023-434060","Vente","91500","80770","Maison","46"
"2023-434061","Vente","205000","80090","Maison","99"
"2023-434063","Vente","120000","80260","Maison","84"
"2023-434065","Vente","93500","80100","Maison","64"
"2023-434065","Vente","93500","80100","Maison","64"
"2023-434066","Vente","162000","80136","Maison","84"
"2023-434069","Vente","89000","80510","Maison","36"
"2023-434070","Vente","185400","80200","Maison","91"
"2023-434070","Vente","185400","80200","Maison","91"
"2023-434071","Vente","425000","80120","Maison","160"
"2023-434072","Vente","120000","80080","Maison","76"
"2023-434074","Vente","95000","80100","Maison","79"
"2023-434075","Vente","149900","80000","Appartement","64"
"2023-434076","Vente","240000","80550","Appartement","50"
"2023-434077","Vente","123000","80000","Maison","68"
"2023-434078","Vente","106000","80000","Appartement","58"
"2023-434079","Vente","220000","80200","Maison","177"
"2023-434080","Vente","370000","80800","Maison","151"
"2023-434081","Vente","182000","80500","Maison","178"
"2023-434083","Vente","158000","80250","Local industriel. commercial ou assimilé","403"
"2023-434085","Vente","75000","80600","Appartement","90"
"2023-434086","Vente","89800","80560","Maison","74"
"2023-434087","Vente","156000","80000","Appartement","106"
"2023-434088","Vente","92120","80090","Appartement","41"
"2023-434088","Vente","92120","80090","Appartement","23"
"2023-434088","Vente","92120","80090","Appartement","22"
"2023-434090","Vente","150000","80090","Maison","55"
"2023-434091","Vente","95000","80130","Maison","100"
"2023-434091","Vente","95000","80130","Appartement","11"
"2023-434092","Vente","160000","80230","Maison","98"
"2023-434092","Vente","160000","80230","Maison","98"
"2023-434093","Vente","108000","80100","Appartement","79"
"2023-434096","Vente","118000","80850","Maison","64"
"2023-434097","Vente","325000","80470","Maison","111"
"2023-434098","Vente","299250","80090","Appartement","81"
"2023-434099","Vente","114850","80090","Appartement","30"
"2023-434099","Vente","114850","80090","Appartement","38"
"2023-434100","Vente","150000","80110","Maison","124"
"2023-434101","Vente","245000","80460","Maison","66"
"2023-434101","Vente","245000","80460","Local industriel. commercial ou assimilé","6"
"2023-434102","Vente","58000","80500","Maison","31"
"2023-434102","Vente","58000","80500","Maison","31"
"2023-434103","Vente","248000","80090","Maison","108"
"2023-434104","Vente","213000","80090","Maison","103"
"2023-434105","Vente","226000","80330","Maison","106"
"2023-434107","Vente","323500","80000","Appartement","12"
"2023-434107","Vente","323500","80000","Appartement","35"
"2023-434107","Vente","323500","80000","Appartement","20"
"2023-434107","Vente","323500","80000","Appartement","25"
"2023-434107","Vente","323500","80000","Appartement","25"
"2023-434107","Vente","323500","80000","Appartement","30"
"2023-434107","Vente","323500","80000","Appartement","20"
"2023-434108","Vente","220000","80440","Maison","87"
"2023-434109","Vente","161800","80130","Maison","82"
"2023-434110","Vente","140000","80120","Maison","89"
"2023-434112","Vente","81917","80080","Appartement","33"
"2023-434113","Vente","30000","80200","Maison","87"
"2023-434113","Vente","30000","80200","Maison","87"
"2023-434114","Vente","76000","80150","Maison","95"
"2023-434114","Vente","76000","80150","Maison","95"
"2023-434114","Vente","76000","80150","Maison","95"
"2023-434115","Vente","55000","80420","Maison","65"
"2023-434116","Vente","214800","80800","Maison","140"
"2023-434119","Vente","77000","80800","Maison","98"
"2023-434120","Vente","185274","80110","Maison","98"
"2023-434122","Vente","130000","80490","Maison","72"
"2023-434123","Vente","110000","80430","Maison","65"
"2023-434124","Vente","70000","80800","Maison","91"
"2023-434124","Vente","70000","80800","Maison","91"
"2023-434126","Vente","175000","80160","Maison","90"
"2023-434127","Vente","21666.67","80000","Appartement","61"
"2023-434128","Vente","170000","80230","Maison","88"
"2023-434130","Vente","130000","80260","Maison","99"
"2023-434131","Vente","75500","80300","Maison","95"
"2023-434132","Vente","50000","80270","Maison","120"
"2023-434133","Vente","57000","80300","Maison","46"
"2023-434135","Vente","115000","80135","Maison","96"
"2023-434135","Vente","115000","80135","Maison","96"
"2023-434137","Vente","155792.5","80000","Appartement","68"
"2023-434138","Vente","121025","80000","Appartement","51"
"2023-434140","Vente","282900","80290","Maison","132"
"2023-434140","Vente","282900","80290","Maison","132"
"2023-434141","Vente","64000","80350","Appartement","26"
"2023-434142","Vente","182000","80160","Maison","92"
"2023-434144","Vente","91850","80460","Appartement","41"
"2023-434145","Vente","165000","80290","Maison","72"
"2023-434145","Vente","165000","80290","Maison","72"
"2023-434147","Vente","50000","80090","Appartement","73"
"2023-434149","Vente","133000","80170","Maison","89"
"2023-434150","Vente","117500","80000","Appartement","40"
"2023-434151","Vente","156730","80000","Appartement","70"
"2023-434152","Vente","140000","80710","Maison","82"
"2023-434153","Vente","177885","80500","Local industriel. commercial ou assimilé","56"
"2023-434153","Vente","177885","80500","Appartement","40"
"2023-434153","Vente","177885","80500","Appartement","28"
"2023-434155","Vente","230000","80300","Maison","197"
"2023-434156","Vente","900000","80100","Local industriel. commercial ou assimilé","1150"
"2023-434156","Vente","900000","80100","Local industriel. commercial ou assimilé","990"
"2023-434157","Vente","195000","80450","Maison","81"
"2023-434158","Vente","82000","80000","Appartement","28"
"2023-434159","Vente","170000","80090","Maison","55"
"2023-434161","Vente","399000","80230","Maison","260"
"2023-434161","Vente","399000","80230","Maison","260"
"2023-434162","Vente","119000","80120","Maison","47"
"2023-434163","Vente","282600","80132","Maison","158"
"2023-434163","Vente","282600","80132","Maison","158"
"2023-434164","Vente","160000","80870","Maison","81"
"2023-434166","Vente","101050","80090","Appartement","38"
"2023-434168","Vente","98000","80110","Maison","57"
"2023-434170","Vente","111350","80500","Maison","99"
"2023-434175","Vente","100000","80140","Maison","66"
"2023-434178","Vente","140000","80680","Maison","143"
"2023-434178","Vente","140000","80680","Maison","74"
"2023-434178","Vente","140000","80680","Local industriel. commercial ou assimilé","81"
"2023-434180","Vente","150000","80210","Local industriel. commercial ou assimilé","315"
"2023-434180","Vente","150000","80210","Maison","84"
"2023-434181","Vente","56100","80700","Appartement","47"
"2023-434182","Vente","253000","80220","Maison","143"
"2023-434182","Vente","253000","80220","Maison","143"
"2023-434183","Vente","450000","80210","Local industriel. commercial ou assimilé","963"
"2023-434185","Vente","78100","80400","Maison","104"
"2023-434186","Vente","150000","80190","Maison","68"
"2023-434188","Vente","82000","80000","Maison","61"
"2023-434190","Vente","220000","80160","Maison","142"
"2023-434192","Vente","122500","80140","Maison","95"
"2023-434193","Vente","201590","80800","Maison","60"
"2023-434195","Vente","219500","80090","Maison","59"
"2023-434196","Vente","210000","80000","Maison","94"
"2023-434197","Vente","218500","80000","Maison","67"
"2023-434199","Vente","105000","80100","Appartement","52"
"2023-434200","Vente","155000","80090","Maison","66"
"2023-434202","Vente","27000","80270","Maison","60"
"2023-434203","Vente","327850","80250","Maison","119"
"2023-434204","Vente","128000","80420","Maison","68"
"2023-434205","Vente","215750","80080","Maison","81"
"2023-434206","Vente","280000","80136","Maison","137"
"2023-434207","Vente","278000","80480","Maison","102"
"2023-434207","Vente","278000","80480","Maison","102"
"2023-434208","Vente","193700","80090","Maison","76"
"2023-434209","Vente","95000","80580","Maison","110"
"2023-434210","Vente","70000","80580","Maison","115"
"2023-434211","Vente","290000","80860","Maison","189"
"2023-434212","Vente","435750","80550","Appartement","38"
"2023-434212","Vente","435750","80550","Appartement","41"
"2023-434213","Vente","125500","80100","Maison","86"
"2023-434215","Vente","200000","80135","Maison","22"
"2023-434216","Vente","315000","80000","Maison","98"
"2023-434217","Vente","337000","80550","Maison","53"
"2023-434218","Vente","52647","80090","Appartement","14"
"2023-434220","Vente","150000","80100","Maison","87"
"2023-434221","Vente","243000","80300","Maison","78"
"2023-434223","Vente","600000","80260","Local industriel. commercial ou assimilé","249"
"2023-434224","Vente","245000","80800","Maison","80"
"2023-434225","Vente","120000","80550","Maison","42"
"2023-434228","Vente","170000","80410","Maison","91"
"2023-434230","Vente","145000","80210","Maison","66"
"2023-434232","Vente","100000","80000","Maison","90"
"2023-434236","Vente","239000","80000","Appartement","41"
"2023-434236","Vente","239000","80000","Appartement","20"
"2023-434236","Vente","239000","80000","Appartement","17"
"2023-434236","Vente","239000","80000","Appartement","21"
"2023-434237","Vente","126000","80000","Appartement","50"
"2023-434238","Vente","318000","80120","Maison","62"
"2023-434239","Vente","18000","80600","Maison","53"
"2023-434240","Vente","120000","80630","Maison","78"
"2023-434241","Vente","27000","80600","Maison","106"
"2023-434242","Vente","235000","80000","Maison","100"
"2023-434243","Vente","160000","80150","Local industriel. commercial ou assimilé","37"
"2023-434243","Vente","160000","80150","Appartement","123"
