"id_mutation","nature_mutation","valeur_fonciere","code_postal","type_local","surface_reelle_bati"
"2023-434655","Vente","82000","80600","Maison","70"
"2023-434656","Vente","65000","80700","Maison","50"
"2023-434658","Vente","135000","80700","Maison","90"
"2023-434660","Vente","115000","80140","Maison","116"
"2023-434661","Vente","53000","80520","Maison","27"
"2023-434663","Vente","349500","80090","Maison","116"
"2023-434664","Vente","143000","80000","Maison","54"
"2023-434665","Vente","117000","80700","Maison","41"
"2023-434666","Vente","235600","80160","Maison","74"
"2023-434667","Vente","168000","80090","Maison","60"
"2023-434672","Vente","43500","80260","Local industriel. commercial ou assimilé","150"
"2023-434673","Vente","56000","80220","Maison","60"
"2023-434674","Vente","180000","80100","Maison","155"
"2023-434675","Vente","240000","80260","Maison","118"
"2023-434676","Vente","170000","80100","Maison","128"
"2023-434677","Vente","200000","80360","Maison","299"
"2023-434679","Vente","140000","80160","Maison","105"
"2023-434680","Vente","350000","80440","Maison","139"
"2023-434682","Vente","100000","80700","Maison","48"
"2023-434683","Vente","48000","80490","Maison","65"
"2023-434684","Vente","84000","80000","Maison","80"
"2023-434690","Vente","143000","80000","Appartement","61"
"2023-434692","Vente","188000","80300","Maison","186"
"2023-434692","Vente","188000","80300","Maison","186"
"2023-434693","Vente","476539","80090","Maison","103"
"2023-434695","Vente","124000","80700","Maison","83"
"2023-434696","Vente","89500","80090","Appartement","47"
"2023-434697","Vente","140000","80120","Maison","143"
"2023-434697","Vente","140000","80120","Maison","143"
"2023-434700","Vente","78000","80210","Maison","81"
"2023-434700","Vente","78000","80210","Maison","81"
"2023-434701","Vente","65500","80510","Maison","41"
"2023-434702","Vente","74000","80400","Local industriel. commercial ou assimilé","22"
"2023-434703","Vente","90000","80220","Maison","22"
"2023-434703","Vente","90000","80220","Maison","83"
"2023-434704","Vente","103000","80000","Appartement","33"
"2023-434705","Vente","159000","80000","Maison","68"
"2023-434706","Vente","97000","80080","Appartement","68"
"2023-434707","Vente","123500","80100","Maison","92"
"2023-434708","Vente","130000","80080","Local industriel. commercial ou assimilé","6195"
"2023-434708","Vente","130000","80080","Local industriel. commercial ou assimilé","1260"
"2023-434709","Vente","65000","80200","Maison","73"
"2023-434711","Vente","275000","80440","Maison","107"
"2023-434712","Vente","236000","80000","Maison","116"
"2023-434714","Vente","180000","80290","Local industriel. commercial ou assimilé","30"
"2023-434714","Vente","180000","80290","Maison","74"
"2023-434715","Vente","390000","80440","Maison","131"
"2023-434716","Vente","170000","80000","Maison","90"
"2023-434718","Vente","85000","80460","Maison","54"
"2023-434718","Vente","85000","80460","Maison","54"
"2023-434719","Vente","450000","80440","Maison","187"
"2023-434720","Vente","159500","80000","Appartement","106"
"2023-434721","Vente","195000","80120","Local industriel. commercial ou assimilé","105"
"2023-434721","Vente","195000","80120","Maison","90"
"2023-434722","Vente","160400","80000","Maison","70"
"2023-434723","Vente","160000","80390","Maison","110"
"2023-434724","Vente","95000","80410","Maison","44"
"2023-434725","Vente","107000","80620","Maison","90"
"2023-434726","Vente","190000","80090","Maison","83"
"2023-434727","Vente","2200000","80420","Local industriel. commercial ou assimilé","3151"
"2023-434727","Vente","2200000","80420","Local industriel. commercial ou assimilé","389"
"2023-434728","Vente","79000","80000","Maison","25"
"2023-434729","Vente","263000","80710","Maison","240"
"2023-434729","Vente","263000","80710","Maison","240"
"2023-434730","Vente","90000","80150","Maison","52"
"2023-434733","Vente","172900","80620","Maison","104"
"2023-434733","Vente","172900","80620","Maison","104"
"2023-434734","Vente","140000","80132","Maison","90"
"2023-434736","Vente","149000","80370","Maison","78"
"2023-434737","Vente","190000","80800","Maison","133"
"2023-434738","Vente","160000","80770","Maison","114"
"2023-434739","Vente","120000","80340","Local industriel. commercial ou assimilé","97"
"2023-434740","Vente","57000","80300","Maison","74"
"2023-434742","Vente","159000","80340","Maison","56"
"2023-434742","Vente","159000","80340","Maison","56"
"2023-434743","Vente","111500","80300","Maison","96"
"2023-434744","Vente","55000","80080","Appartement","67"
"2023-434745","Vente","32000","80340","Maison","107"
"2023-434746","Vente","163000","80000","Maison","60"
"2023-434747","Vente","58500","80000","Appartement","21"
"2023-434748","Vente","25000","80360","Maison","36"
"2023-434748","Vente","25000","80360","Maison","36"
"2023-434749","Vente","150000","80120","Maison","44"
"2023-434749","Vente","150000","80120","Maison","62"
"2023-434750","Vente","187440","80260","Maison","150"
"2023-434751","Vente","373500","80120","Maison","142"
"2023-434753","Vente","156350","80120","Maison","100"
"2023-434754","Vente","158000","80000","Maison","44"
"2023-434756","Vente","75000","80290","Maison","85"
"2023-434756","Vente","75000","80290","Maison","85"
"2023-434757","Vente","93000","80290","Maison","72"
"2023-434759","Vente","194000","80250","Maison","104"
"2023-434759","Vente","194000","80250","Maison","104"
"2023-434761","Vente","50000","80100","Appartement","55"
"2023-434763","Vente","86000","80980","Maison","84"
"2023-434763","Vente","86000","80980","Maison","84"
"2023-434766","Vente","143500","80150","Maison","114"
"2023-434766","Vente","143500","80150","Maison","114"
"2023-434767","Vente","120000","80190","Maison","82"
"2023-434768","Vente","72600","80400","Maison","67"
"2023-434770","Vente","238000","80860","Maison","105"
"2023-434771","Vente","16500","80000","Appartement","20"
"2023-434773","Vente","65000","80350","Appartement","35"
"2023-434775","Vente","126000","80100","Maison","59"
"2023-434776","Vente","268620","80100","Maison","118"
"2023-434776","Vente","268620","80100","Local industriel. commercial ou assimilé","12"
"2023-434776","Vente","268620","80100","Local industriel. commercial ou assimilé","12"
"2023-434778","Vente","220000","80000","Appartement","20"
"2023-434778","Vente","220000","80000","Appartement","29"
"2023-434778","Vente","220000","80000","Appartement","30"
"2023-434779","Vente","140000","80460","Maison","84"
"2023-434782","Vente","206500","80090","Maison","30"
"2023-434782","Vente","206500","80090","Appartement","20"
"2023-434782","Vente","206500","80090","Appartement","20"
"2023-434783","Vente","155000","80120","Maison","75"
"2023-434784","Vente","164000","80120","Maison","47"
"2023-434786","Vente","64700","80460","Appartement","28"
"2023-434791","Vente","80000","80340","Maison","53"
"2023-434793","Vente","240000","80400","Maison","252"
"2023-434794","Vente","204550","80350","Maison","62"
"2023-434795","Vente","102600","80400","Maison","89"
"2023-434796","Vente","32000","80300","Maison","65"
"2023-434797","Vente","73000","80400","Maison","71"
"2023-434798","Vente","310000","80132","Maison","134"
"2023-434798","Vente","310000","80132","Maison","153"
"2023-434798","Vente","310000","80132","Maison","153"
"2023-434798","Vente","310000","80132","Maison","134"
"2023-434799","Vente","70000","80700","Maison","44"
"2023-434800","Vente","110000","80000","Maison","43"
"2023-434801","Vente","285000","80560","Maison","48"
"2023-434801","Vente","285000","80560","Maison","136"
"2023-434803","Vente","129000","80150","Maison","78"
"2023-434805","Vente","245000","80620","Appartement","46"
"2023-434805","Vente","245000","80620","Maison","207"
"2023-434805","Vente","245000","80620","Local industriel. commercial ou assimilé","1144"
"2023-434806","Vente","85950","80170","Maison","90"
"2023-434806","Vente","85950","80170","Maison","90"
"2023-434806","Vente","85950","80170","Maison","90"
"2023-434807","Vente","70000","80580","Local industriel. commercial ou assimilé","145"
"2023-434809","Vente","260000","80140","Maison","84"
"2023-434809","Vente","260000","80140","Maison","125"
"2023-434810","Vente","148000","80700","Maison","89"
"2023-434810","Vente","148000","80700","Maison","65"
"2023-434813","Vente","10500","80190","Maison","148"
"2023-434815","Vente","50000","80190","Maison","61"
"2023-434817","Vente","203500","80136","Maison","78"
"2023-434818","Vente","35000","80090","Maison","18"
"2023-434819","Vente","165000","80090","Appartement","72"
"2023-434820","Vente","62000","80320","Maison","83"
"2023-434821","Vente","180000","80190","Maison","102"
"2023-434821","Vente","180000","80190","Maison","102"
"2023-434822","Vente","29000","80400","Maison","76"
"2023-434823","Vente","90000","80000","Maison","62"
"2023-434824","Vente","343200","80000","Maison","120"
"2023-434825","Vente","103000","80190","Maison","82"
"2023-434827","Vente","122000","80190","Maison","96"
"2023-434828","Vente","130000","80350","Maison","91"
"2023-434829","Vente","60000","80190","Maison","84"
"2023-434830","Vente","281000","80330","Maison","92"
"2023-434832","Vente","1500000","80000","Local industriel. commercial ou assimilé","617"
"2023-434832","Vente","1500000","80000","Local industriel. commercial ou assimilé","92"
"2023-434832","Vente","1500000","80000","Maison","269"
"2023-434833","Vente","43500","80830","Maison","60"
"2023-434834","Vente","155000","80100","Appartement","71"
"2023-434835","Vente","20000","80090","Local industriel. commercial ou assimilé","13"
"2023-434835","Vente","20000","80090","Local industriel. commercial ou assimilé","14"
"2023-434836","Vente","65000","80000","Appartement","43"
"2023-434839","Vente","124000","80300","Maison","84"
"2023-434840","Vente","120000","80120","Appartement","50"
"2023-434841","Vente","84000","80000","Appartement","25"
"2023-434843","Vente","145000","80640","Maison","91"
"2023-434844","Vente","226000","80460","Maison","66"
"2023-434847","Vente","211100","80080","Maison","98"
"2023-434848","Vente","400000","80480","Maison","99"
"2023-434848","Vente","400000","80480","Maison","102"
"2023-434850","Vente","80000","80570","Maison","69"
"2023-434851","Vente","72000","80640","Local industriel. commercial ou assimilé","63"
"2023-434851","Vente","72000","80640","Local industriel. commercial ou assimilé","156"
"2023-434851","Vente","72000","80640","Maison","54"
"2023-434851","Vente","72000","80640","Local industriel. commercial ou assimilé","20"
"2023-434851","Vente","72000","80640","Local industriel. commercial ou assimilé","35"
"2023-434852","Vente","135000","80410","Maison","54"
"2023-434855","Vente","107000","80410","Maison","40"
"2023-434856","Vente","124500","80000","Appartement","48"
"2023-434857","Vente","81250","80410","Maison","102"
"2023-434858","Vente","196275","80132","Maison","149"
"2023-434859","Vente","53000","80550","Appartement","30"
"2023-434860","Vente","108700","80000","Appartement","64"
"2023-434861","Vente","145000","80390","Maison","52"
"2023-434862","Vente","214800","80800","Maison","76"
"2023-434863","Vente","130000","80800","Maison","80"
"2023-434864","Vente","155168","80120","Appartement","46"
"2023-434865","Vente","282000","80100","Appartement","45"
"2023-434865","Vente","282000","80100","Appartement","59"
"2023-434866","Vente","107700","80480","Maison","40"
"2023-434867","Vente","500000","80550","Maison","103"
"2023-434869","Vente","130000","80120","Maison","102"
"2023-434870","Vente","180800","80870","Maison","94"
"2023-434870","Vente","180800","80870","Maison","94"
"2023-434872","Vente","223010","80090","Maison","80"
"2023-434873","Vente","107000","80000","Maison","33"
"2023-434875","Vente","162000","80000","Maison","57"
"2023-434876","Vente","116000","80700","Maison","70"
"2023-434877","Vente","98400","80360","Maison","60"
"2023-434878","Vente","110000","80500","Maison","49"
"2023-434879","Vente","298604","80550","Maison","74"
"2023-434880","Vente","85000","80340","Maison","67"
"2023-434880","Vente","85000","80340","Maison","67"
"2023-434881","Vente","85000","80230","Maison","93"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","49"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","312"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","82"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","246"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","432"
"2023-434882","Vente","600000","80000","Local industriel. commercial ou assimilé","322"
"2023-434883","Vente","120000","80470","Maison","100"
"2023-434884","Vente","123000","80140","Maison","137"
"2023-434885","Vente","245800","80800","Maison","94"
"2023-434886","Vente","154000","80400","Maison","131"
"2023-434887","Vente","311000","80220","Maison","182"
"2023-434887","Vente","311000","80220","Maison","182"
"2023-434888","Vente","173700","80000","Maison","80"
"2023-434889","Vente","144700","80090","Maison","110"
"2023-434891","Vente","100000","80370","Maison","95"
"2023-434892","Vente","338000","80290","Maison","132"
"2023-434893","Vente","207900","80080","Maison","112"
"2023-434894","Vente","139000","80080","Maison","64"
"2023-434896","Vente","110000","80320","Maison","89"
"2023-434897","Vente","88000","80000","Appartement","32"
"2023-434900","Vente","179000","80700","Maison","120"
"2023-434902","Vente","235330","80800","Maison","167"
"2023-434903","Vente","157000","80700","Maison","71"
"2023-434903","Vente","157000","80700","Maison","71"
"2023-434905","Vente","151641","80090","Maison","64"
"2023-434907","Vente","134750","80230","Maison","68"
"2023-434908","Vente","64000","80131","Maison","60"
"2023-434910","Vente","30000","80240","Maison","56"
"2023-434911","Vente","155000","80360","Maison","109"
"2023-434912","Vente","193000","80100","Maison","114"
"2023-434914","Vente","70000","80100","Appartement","36"
"2023-434915","Vente","155000","80140","Maison","78"
"2023-434919","Vente","133000","80470","Maison","74"
"2023-434923","Vente","165000","80500","Maison","91"
"2023-434924","Vente","175000","80360","Maison","147"
"2023-434926","Vente","92000","80000","Appartement","64"
"2023-434927","Vente","152000","80470","Maison","80"
"2023-434928","Vente","130000","80100","Maison","93"
"2023-434928","Vente","130000","80100","Local industriel. commercial ou assimilé","46"
"2023-434929","Vente","110000","80800","Maison","71"
"2023-434930","Vente","152700","80120","Appartement","21"
"2023-434931","Vente","82500","80440","Maison","121"
"2023-434931","Vente","82500","80440","Maison","121"
"2023-434935","Vente","105000","80140","Maison","60"
"2023-434936","Vente","118000","80240","Maison","98"
"2023-434941","Vente","40000","80200","Maison","68"
"2023-434943","Vente","205000","80270","Maison","115"
"2023-434944","Vente","145000","80240","Maison","91"
"2023-434944","Vente","145000","80240","Maison","91"
"2023-434945","Vente","109000","80240","Maison","90"
"2023-434946","Vente","146000","80122","Maison","107"
"2023-434948","Vente","105000","80210","Maison","48"
"2023-434949","Vente","205100","80260","Maison","100"
"2023-434950","Vente","90000","80140","Maison","91"
"2023-434950","Vente","90000","80140","Maison","91"
"2023-434953","Vente","70000","80170","Local industriel. commercial ou assimilé","2069"
"2023-434954","Vente","102000","80140","Maison","82"
"2023-434955","Vente","150000","80410","Maison","27"
"2023-434955","Vente","150000","80410","Local industriel. commercial ou assimilé","15"
"2023-434956","Vente","62200","80700","Appartement","47"
"2023-434957","Vente","59500","80000","Appartement","22"
"2023-434958","Vente","85000","80080","Appartement","25"
"2023-434959","Vente","250000","80460","Maison","93"
"2023-434960","Vente","99000","80400","Local industriel. commercial ou assimilé","47"
"2023-434960","Vente","99000","80400","Maison","110"
"2023-434962","Vente","93000","80000","Appartement","35"
"2023-434963","Vente","29000","80560","Maison","75"
"2023-434966","Vente","90000","80560","Local industriel. commercial ou assimilé","378"
"2023-434969","Vente","148000","80410","Appartement","48"
"2023-434970","Vente","154000","80000","Maison","45"
"2023-434971","Vente","165000","80080","Maison","64"
"2023-434972","Vente","108000","80090","Appartement","42"
"2023-434973","Vente","38200","80460","Appartement","19"
"2023-434974","Vente","360000","80000","Maison","94"
"2023-434975","Vente","175000","80230","Maison","118"
"2023-434979","Vente","215000","80220","Maison","115"
"2023-434980","Vente","450000","80540","Maison","176"
"2023-434980","Vente","450000","80540","Maison","42"
"2023-434984","Vente","90000","80300","Maison","102"
"2023-434986","Vente","186000","80440","Maison","120"
"2023-434986","Vente","186000","80440","Maison","120"
"2023-434987","Vente","60000","80000","Maison","48"
"2023-434989","Vente","250000","80230","Local industriel. commercial ou assimilé","61"
"2023-434989","Vente","250000","80230","Maison","81"
"2023-434990","Vente","131860","80131","Maison","90"
"2023-434990","Vente","131860","80131","Maison","90"
"2023-434992","Vente","183500","80410","Maison","52"
"2023-434994","Vente","253000","80540","Maison","162"
"2023-434995","Vente","155000","80136","Maison","80"
"2023-434996","Vente","60000","80640","Maison","65"
"2023-434999","Vente","220000","80170","Maison","165"
"2023-435000","Vente","278600","80090","Maison","132"
"2023-435001","Vente","709500","80120","Maison","99"
"2023-435001","Vente","709500","80120","Local industriel. commercial ou assimilé","180"
"2023-435001","Vente","709500","80120","Maison","114"
"2023-435002","Vente","76000","80220","Maison","77"
"2023-435007","Vente","167500","80090","Maison","75"
"2023-435009","Vente","79000","80000","Appartement","22"
"2023-435012","Vente","30000","80000","Appartement","64"
"2023-435012","Vente","30000","80000","Local industriel. commercial ou assimilé","102"
"2023-435012","Vente","30000","80000","Local industriel. commercial ou assimilé","15"
"2023-435013","Vente","44000","80000","Appartement","15"
"2023-435017","Vente","189000","80310","Appartement","141"
"2023-435018","Vente","58010","80080","Appartement","21"
"2023-435019","Vente","92500","80080","Maison","63"
"2023-435021","Vente","166200","80800","Maison","118"
"2023-435022","Vente","57400","80550","Maison","36"
"2023-435024","Vente","327190","80000","Maison","114"
"2023-435025","Vente","199500","80000","Maison","70"
"2023-435026","Vente","60000","80300","Maison","62"
"2023-435026","Vente","60000","80300","Maison","62"
"2023-435027","Vente","88000","80000","Appartement","26"
"2023-435030","Vente","319000","80000","Maison","132"
"2023-435031","Vente","60000","80080","Maison","89"
"2023-435033","Vente","231226","80470","Maison","96"
"2023-435035","Vente","87000","80300","Maison","48"
"2023-435037","Vente","55000","80000","Appartement","27"
"2023-435038","Vente","122200","80000","Appartement","44"
"2023-435039","Vente","9000","80290","Maison","100"
"2023-435040","Vente","120000","80000","Appartement","42"
"2023-435041","Vente","115000","80000","Maison","58"
"2023-435042","Vente","792500","80550","Maison","240"
"2023-435043","Vente","189900","80136","Maison","75"
"2023-435044","Vente","90000","80800","Maison","73"
"2023-435044","Vente","90000","80800","Maison","73"
"2023-435046","Vente","172000","80500","Maison","146"
"2023-435047","Vente","64000","80400","Maison","73"
"2023-435051","Vente","285000","80350","Maison","136"
"2023-435060","Vente","502500","80000","Maison","80"
"2023-435060","Vente","502500","80000","Local industriel. commercial ou assimilé","30"
"2023-435062","Vente","205000","80260","Maison","90"
"2023-435063","Vente","40000","80300","Maison","65"
"2023-435063","Vente","40000","80300","Maison","65"
"2023-435064","Vente","110000","80300","Maison","115"
"2023-435066","Vente","148000","80290","Maison","114"
"2023-435068","Vente","105000","80000","Appartement","34"
"2023-435069","Vente","250000","80680","Maison","120"
"2023-435070","Vente","206000","80110","Maison","133"
"2023-435072","Vente","222000","80000","Maison","52"
"2023-435073","Vente","132000","80240","Maison","147"
"2023-435074","Vente","55000","80000","Appartement","18"
"2023-435075","Vente","259000","80120","Maison","78"
"2023-435077","Vente","140000","80100","Appartement","30"
"2023-435077","Vente","140000","80100","Appartement","20"
"2023-435077","Vente","140000","80100","Appartement","40"
"2023-435077","Vente","140000","80100","Local industriel. commercial ou assimilé","494"
"2023-435078","Vente","150000","80120","Maison","52"
"2023-435079","Vente","111000","80220","Maison","95"
"2023-435080","Vente","124000","80120","Appartement","30"
"2023-435081","Vente","272000","80550","Appartement","38"
"2023-435082","Vente","82000","80190","Maison","126"
"2023-435083","Vente","410000","80000","Local industriel. commercial ou assimilé","168"
"2023-435086","Vente","40000","80620","Maison","73"
"2023-435087","Vente","133250","80170","Maison","120"
"2023-435088","Vente","50000","80850","Maison","87"
"2023-435089","Vente","243000","80800","Maison","128"
"2023-435090","Vente","272000","80136","Maison","100"
"2023-435090","Vente","272000","80136","Appartement","30"
"2023-435091","Vente","48000","80800","Appartement","57"
"2023-435092","Vente","160000","80260","Maison","88"
"2023-435093","Vente","45000","80610","Local industriel. commercial ou assimilé","227"
"2023-435094","Vente","100000","80800","Maison","58"
"2023-435094","Vente","100000","80800","Maison","58"
"2023-435095","Vente","150000","80800","Maison","69"
"2023-435095","Vente","150000","80800","Maison","69"
"2023-435096","Vente","138000","80800","Maison","74"
"2023-435098","Vente","140000","80000","Maison","71"
"2023-435099","Vente","70000","80330","Maison","85"
"2023-435099","Vente","70000","80330","Maison","85"
"2023-435100","Vente","710000","80470","Local industriel. commercial ou assimilé","177"
"2023-435100","Vente","710000","80470","Appartement","68"
"2023-435100","Vente","710000","80470","Appartement","76"
"2023-435101","Vente","997225","80230","Maison","110"
"2023-435101","Vente","997225","80230","Maison","127"
"2023-435103","Vente","264180","80090","Appartement","28"
"2023-435103","Vente","264180","80090","Appartement","25"
"2023-435103","Vente","264180","80090","Appartement","44"
"2023-435106","Vente","215000","80110","Maison","140"
"2023-435110","Vente","157000","80290","Maison","87"
"2023-435111","Vente","133760","80430","Maison","92"
"2023-435112","Vente","190000","80290","Maison","110"
"2023-435113","Vente","255000","80550","Maison","75"
"2023-435114","Vente","60000","80710","Local industriel. commercial ou assimilé","113"
"2023-435115","Vente","68000","80420","Maison","52"
"2023-435117","Vente","124000","80290","Maison","88"
"2023-435118","Vente","150000","80470","Maison","75"
"2023-435121","Vente","122300","80190","Maison","102"
"2023-435122","Vente","103275","80600","Maison","100"
"2023-435125","Vente","109000","80000","Appartement","34"
"2023-435126","Vente","220000","80120","Maison","92"
"2023-435131","Vente","87600","80080","Appartement","68"
"2023-435132","Vente","63000","80000","Appartement","18"
"2023-435135","Vente","326000","80120","Maison","74"
"2023-435136","Vente","540000","80170","Local industriel. commercial ou assimilé","1079"
"2023-435137","Vente","126000","80290","Maison","80"
"2023-435138","Vente","143000","80200","Maison","120"
"2023-435141","Vente","160000","80880","Appartement","40"
"2023-435141","Vente","160000","80880","Appartement","40"
"2023-435141","Vente","160000","80880","Appartement","40"
"2023-435141","Vente","160000","80880","Appartement","40"
"2023-435142","Vente","70000","80800","Maison","110"
"2023-435142","Vente","70000","80800","Maison","110"
"2023-435143","Vente","209075","80000","Maison","80"
"2023-435145","Vente","74000","80300","Maison","80"
"2023-435146","Vente","182000","80080","Maison","92"
"2023-435148","Vente","212000","80550","Local industriel. commercial ou assimilé","209"
"2023-435149","Vente","186090","80550","Maison","37"
"2023-435150","Vente","120000","80000","Maison","62"
"2023-435151","Vente","95000","80110","Maison","98"
"2023-435154","Vente","216350","80450","Maison","87"
"2023-435156","Vente","340800","80470","Maison","99"
"2023-435158","Vente","77000","80000","Appartement","46"
"2023-435159","Vente","90000","80150","Maison","100"
"2023-435161","Vente","90000","80470","Maison","72"
"2023-435162","Vente","152000","80800","Maison","67"
"2023-435163","Vente","115510","80120","Appartement","32"
"2023-435166","Vente","58000","80190","Maison","47"
"2023-435167","Vente","84000","80000","Maison","29"
"2023-435168","Vente","180000","80800","Maison","104"
"2023-435169","Vente","190000","80500","Maison","120"
"2023-435171","Vente","80000","80220","Maison","77"
"2023-435172","Vente","120000","80500","Local industriel. commercial ou assimilé","105"
"2023-435172","Vente","120000","80500","Maison","52"
"2023-435175","Vente","139050","80680","Maison","82"
"2023-435177","Vente","172000","80500","Maison","106"
"2023-435177","Vente","172000","80500","Local industriel. commercial ou assimilé","18"
"2023-435180","Vente","183660","80750","Maison","98"
"2023-435180","Vente","183660","80750","Maison","98"
"2023-435181","Vente","180025","80080","Maison","85"
"2023-435182","Vente","57200","80800","Maison","49"
"2023-435183","Vente","70000","80000","Appartement","46"
"2023-435184","Vente","278000","80260","Maison","105"
"2023-435185","Vente","138000","80090","Appartement","72"
"2023-435186","Vente","66600","80100","Appartement","52"
"2023-435187","Vente","88000","80100","Appartement","66"
"2023-435191","Vente","203400","80220","Maison","77"
"2023-435196","Vente","101000","80330","Appartement","50"
"2023-435197","Vente","130000","80470","Maison","57"
"2023-435199","Vente","318442.5","80470","Maison","132"
"2023-435200","Vente","133800","80130","Maison","63"
"2023-435201","Vente","409500","80800","Maison","272"
"2023-435203","Vente","259000","80120","Maison","67"
"2023-435204","Vente","245000","80860","Maison","144"
"2023-435205","Vente","34000","80210","Maison","50"
"2023-435207","Vente","650000","80090","Maison","148"
"2023-435208","Vente","99650","80200","Maison","60"
"2023-435209","Vente","238850","80800","Maison","100"
"2023-435210","Vente","220000","80132","Maison","193"
"2023-435210","Vente","220000","80132","Maison","193"
"2023-435211","Vente","120000","80170","Maison","90"
"2023-435211","Vente","120000","80170","Maison","90"
"2023-435212","Vente","230000","80800","Maison","99"
"2023-435213","Vente","148000","80400","Maison","108"
"2023-435214","Vente","189000","80120","Maison","85"
"2023-435217","Vente","35000","80190","Maison","68"
"2023-435218","Vente","45000","80800","Maison","60"
"2023-435219","Vente","196200","80000","Maison","82"
"2023-435220","Vente","545020","80600","Local industriel. commercial ou assimilé","3300"
"2023-435220","Vente","545020","80600","Local industriel. commercial ou assimilé","3300"
"2023-435221","Vente","167795","80100","Maison","98"
"2023-435222","Vente","173000","80800","Local industriel. commercial ou assimilé","65"
"2023-435222","Vente","173000","80800","Maison","126"
"2023-435223","Vente","400000","80820","Local industriel. commercial ou assimilé","5500"
"2023-435224","Vente","75000","80800","Appartement","70"
"2023-435225","Vente","73000","80330","Appartement","51"
"2023-435226","Vente","155000","80000","Maison","230"
"2023-435227","Vente","190000","80090","Appartement","72"
"2023-435228","Vente","50000","80140","Maison","51"
"2023-435232","Vente","86000","80370","Maison","55"
"2023-435234","Vente","224500","80300","Maison","78"
"2023-435234","Vente","224500","80300","Maison","11"
"2023-435234","Vente","224500","80300","Local industriel. commercial ou assimilé","44"
"2023-435237","Vente","100000","80600","Maison","78"
"2023-435238","Vente","95000","80800","Maison","119"
"2023-435240","Vente","76000","80300","Maison","66"
"2023-435243","Vente","112000","80080","Maison","63"
"2023-435244","Vente","130000","80770","Maison","60"
"2023-435245","Vente","150000","80000","Appartement","53"
"2023-435249","Vente","256500","80800","Maison","111"
"2023-435250","Vente","133000","80080","Maison","77"
"2023-435251","Vente","115000","80100","Appartement","54"
"2023-435252","Vente","91000","80110","Maison","45"
"2023-435253","Vente","210000","80000","Appartement","96"
"2023-435255","Vente","76320","80000","Appartement","19"
"2023-435256","Vente","211720","80090","Maison","87"
"2023-435257","Vente","103000","80080","Appartement","36"
"2023-435257","Vente","103000","80080","Appartement","32"
"2023-435257","Vente","103000","80080","Appartement","16"
"2023-435257","Vente","103000","80080","Appartement","22"
"2023-435259","Vente","35000","80360","Maison","68"
"2023-435261","Vente","255000","80800","Maison","130"
"2023-435264","Vente","85000","80800","Maison","37"
"2023-435265","Vente","130000","80135","Maison","101"
"2023-435266","Vente","198000","80580","Maison","179"
"2023-435268","Vente","163900","80480","Maison","66"
"2023-435271","Vente","53000","80310","Maison","64"
"2023-435272","Vente","140000","80370","Maison","76"
"2023-435273","Vente","177010","80310","Maison","124"
"2023-435273","Vente","177010","80310","Maison","124"
"2023-435274","Vente","145450","80080","Maison","48"
"2023-435275","Vente","84995","80400","Maison","55"
"2023-435276","Vente","170000","80450","Maison","87"
"2023-435278","Vente","215700","80090","Maison","85"
"2023-435279","Vente","100000","80310","Maison","93"
"2023-435280","Vente","110000","80440","Maison","60"
"2023-435282","Vente","150000","80350","Maison","88"
"2023-435283","Vente","50000","80400","Maison","60"
"2023-435285","Vente","160000","80410","Maison","42"
"2023-435286","Vente","166500","80320","Local industriel. commercial ou assimilé","385"
"2023-435286","Vente","166500","80320","Maison","103"
"2023-435288","Vente","290000","80460","Maison","180"
"2023-435292","Vente","90000","80320","Maison","62"
"2023-435293","Vente","85000","80300","Maison","79"
"2023-435295","Vente","111000","80400","Maison","123"
"2023-435296","Vente","65000","80400","Maison","115"
"2023-435296","Vente","65000","80400","Maison","115"
"2023-435297","Vente","296390","80000","Appartement","13"
"2023-435297","Vente","296390","80000","Appartement","13"
"2023-435297","Vente","296390","80000","Appartement","23"
"2023-435297","Vente","296390","80000","Appartement","13"
"2023-435297","Vente","296390","80000","Appartement","17"
"2023-435297","Vente","296390","80000","Appartement","13"
"2023-435297","Vente","296390","80000","Appartement","13"
"2023-435297","Vente","296390","80000","Appartement","17"
"2023-435300","Vente","70000","80400","Maison","122"
"2023-435302","Vente","800000","80120","Local industriel. commercial ou assimilé","31635"
"2023-435302","Vente","800000","80120","Local industriel. commercial ou assimilé","31635"
"2023-435302","Vente","800000","80120","Maison","77"
"2023-435302","Vente","800000","80120","Maison","77"
"2023-435302","Vente","800000","80120","Maison","77"
"2023-435304","Vente","115000","80160","Maison","66"
"2023-435306","Vente","450000","80120","Maison","45"
"2023-435307","Vente","250000","80132","Maison","68"
"2023-435307","Vente","250000","80132","Maison","94"
"2023-435309","Vente","89250","80000","Appartement","34"
"2023-435310","Vente","270000","80120","Maison","72"
"2023-435311","Vente","233200","80350","Maison","80"
"2023-435312","Vente","45000","80620","Maison","72"
"2023-435316","Vente","147500","80000","Appartement","76"
"2023-435317","Vente","72000","80600","Maison","55"
